## 【113 學年度第 2 學期版本】
114.4.15 113 學年度第 2 學期學分學程會議通過；114.5.15 第 184 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| 海資系 | 訊息傳遞與藥物開發概論 | 2 | 三擇一 |
| 生科系 | 細胞訊息傳遞學概論 | 3 | 三擇一 |
| 生醫所 | 細胞訊息傳遞與醫藥應用 | 3 | 三擇一 |
| 海資系 | 生藥學 | 3 | — |
| 海資系 | 海洋中藥概論 | 2 | — |
| 海資系 | 天然物生物活性研究方法 | 2 | — |
| 海資系 | 海洋天然物藥物開發 | 2 | — |
| 海資系(碩) | 天然藥物特論 | 3 | — |
| 海資系(碩) | 天然物化學 | 3 | — |
| 海資系(碩) | 海洋天然物化學 | 3 | — |
| 海工系 | 環境微生物學 | 3 | — |
| 海工系 | 環境微生物學實驗 | 1 | — |
| 化學系 | 分析化學(一) | 3 | — |
| 化學系 | 儀器分析(一) | 3 | — |
| 化學系 | 儀器分析(二) | 3 | — |
| 化學系 | 儀器分析實驗(一) | 1 | — |
| 化學系(碩) | 天然物合成 | 3 | — |
| 生醫所 | 基因體學 | 3 | — |
| 生醫所 | 蛋白質體學 | 2 | — |
| 生醫所 | 基因工程 | 3 | — |
| 生醫所 | 生技產業現況與展望 | 3 | — |
| 生醫所 | 幹細胞生物學 | 3 | (英語授課) |
| 生醫所 | 創新人類疾病動物模式研究 | 3 | (英語授課) |
| 生醫所 | 創意生物醫學研究方法 | 2 | — |
| 生藥所 | 醫藥研究動物模式與技術 | 2 | — |
| 生藥所 | 生技產業實務與應用 | 2 | — |
| 精準所 | 創新精準醫學導論 | 3 | — |
| 醫科所 | 組織工程學 | 3 | — |
| 醫科所 | 生醫光學影像技術 | 3 | — |

> 總學分數：至少 15 學分

**備註：**
1. 【整合學程】課程規劃至少 15 學分。
2. 【整合學程】學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。
3. 修習學程適用之課程規劃表請依核准修習學年期版本為主。

---

## 【112 學年度第 2 學期版本】
113.4.22 112 學年度第 2 學期學分學程會議通過；113.5.30 第 180 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系、海資系 | 生物化學（一） | 3 | — |
| 生科系、海資系 | 分子生物學 | 3 | — |
| 生科系、海資系 | 生物技術概論、生物技術 | 3 | 二擇一 |

> 核心課程學分數：6 學分

### 選修課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系、海資系 | 微生物學 | 3 | — |
| 海資系 | 微生物學實驗 | 1 | — |
| 生科系、海資系 | 遺傳學 | 3 | — |
| 海資系 | 生物化學實驗 | 1 | — |
| 生科系 | 生物技術實驗 | 2 | — |
| 生科系 | 動物細胞組織培養學 | 3 | — |
| 生科系 | 動物生理學 | 3 | — |
| 生科系 | 動物生理學實驗 | 1 | — |
| 生科系 | 免疫學 | 3 | — |
| 生科系 | 植物生理學 | 3 | — |
| 生科系 | 植物繁殖學 | 3 | — |
| 生科系 | 基因組學 | 3 | — |
| 生科系 | 功能基因組學 | 3 | — |
| 生科系(碩) | 演化生物學 | 3 | — |
| 生科系(碩) | 生物技術原理 | 3 | — |
| 生科系(碩) | 生物質譜學導論 | 3 | — |
| 生科系(碩) | 生物掃描式電子顯微鏡 | 3 | — |
| 生科系、生藥所、醫科所 | 生物資訊學概論(大學部)、生物資訊學及其應用、生物資訊學 | 3 | 三擇一 |
| 海科系(碩) | 分子細胞生物學 | 3 | (英語授課) |
| 環工所 | 廢棄物自然處理系統 | 3 | — |
| 環工所 | 廢水生物處理方法 | 3 | — |
| 海資系 | 海洋化學光譜分析 | 3 | — |
| 海資系(碩) | 色層分析 | 2 | — |
| 海資系 | 生化儀器分析 | 3 | — |
| 海資系 | 水產生物化學 | 3 | — |
| 海資系 | 海洋微生物學 | 2 | — |
| 海資系 | 海洋微生物學實驗 | 1 | — |
| 生科系、海資系 | 細胞生物學 | 3 | — |
| 海資系 | 訊息傳遞與藥物開發概論 | 2 | 三擇一 |
| 生科系 | 細胞訊息傳遞學概論 | 3 | 三擇一 |
| 生醫所 | 細胞訊息傳遞與醫藥應用 | 3 | 三擇一 |
| 海資系 | 生藥學 | 3 | — |
| 海資系 | 海洋中藥概論 | 2 | — |
| 海資系 | 天然物生物活性研究方法 | 2 | — |
| 海資系 | 海洋天然物藥物開發 | 2 | — |
| 海資系(碩) | 天然藥物特論 | 3 | — |
| 海資系(碩) | 天然物化學 | 3 | — |
| 海資系(碩) | 海洋天然物化學 | 3 | — |
| 海工系 | 環境微生物學 | 3 | — |
| 海工系 | 環境微生物學實驗 | 1 | — |
| 化學系 | 分析化學(一) | 3 | — |
| 化學系 | 儀器分析(一) | 3 | — |
| 化學系 | 儀器分析(二) | 3 | — |
| 化學系 | 儀器分析實驗(一) | 1 | — |
| 化學系(碩) | 天然物合成 | 3 | — |
| 生醫所 | 基因體學 | 3 | — |
| 生醫所 | 蛋白質體學 | 2 | — |
| 生醫所 | 基因工程 | 3 | — |
| 生醫所 | 生技產業現況與展望 | 3 | — |
| 生醫所 | 幹細胞生物學 | 3 | (英語授課) |
| 生醫所 | 創新人類疾病動物模式研究 | 3 | (英語授課) |
| 生醫所 | 創意生物醫學研究方法 | 2 | — |
| 生藥所 | 醫藥研究動物模式與技術 | 2 | — |
| 生藥所 | 生技產業實務與應用 | 2 | — |
| 精準所 | 創新精準醫學導論 | 3 | — |
| 醫科所 | 組織工程學 | 3 | — |
| 醫科所 | 生醫光學影像技術 | 3 | — |

> 總學分數：至少 15 學分

**備註：**
1. 【整合學程】課程規劃至少 15 學分。
2. 【整合學程】學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。【先修普通生物學、普通化學、普通物理學，成績及格，或有學分者。】
3. 修習學程適用之課程規劃表請依核准修習學年期版本為主。

---

## 【112 學年度第 1 學期版本】
112.11.7 112 學年度第 1 學期學分學程會議通過；112.12.12 第 178 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系、海資系 | 生物化學（一） | 3 | — |
| 生科系、海資系 | 分子生物學 | 3 | — |
| 生科系、海資系 | 生物技術概論、生物技術 | 3 | 二擇一 |

> 核心課程學分數：9 學分

### 選修課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系、海資系 | 微生物學 | 3 | — |
| 海資系 | 微生物學實驗 | 1 | — |
| 生科系、海資系 | 遺傳學 | 3 | — |
| 海資系 | 生物化學實驗 | 1 | — |
| 生科系 | 生物技術實驗 | 2 | — |
| 生科系 | 動物細胞組織培養學 | 3 | — |
| 生科系 | 動物生理學 | 3 | — |
| 生科系 | 動物生理學實驗 | 1 | — |
| 生科系 | 免疫學 | 3 | — |
| 生科系 | 植物生理學 | 3 | — |
| 生科系 | 植物繁殖學 | 3 | — |
| 生科系 | 基因組學 | 3 | — |
| 生科系 | 功能基因組學 | 3 | — |
| 生科系(碩) | 演化生物學 | 3 | — |
| 生科系(碩) | 生物技術原理 | 3 | — |
| 生科系(碩) | 腫瘤學概論 | 3 | — |
| 生科系(碩) | 生物質譜學導論 | 3 | — |
| 生科系(碩) | 生物掃描式電子顯微鏡 | 3 | — |
| 生科系、生藥所、醫科所 | 生物資訊學概論(大學部)、生物資訊學及其應用、生物資訊學 | 3 | 三擇一 |
| 海科系(碩) | 分子細胞生物學 | 3 | (英語授課) |
| 環工所 | 廢棄物自然處理系統 | 3 | — |
| 環工所 | 廢水生物處理方法 | 3 | — |
| 海資系 | 海洋化學光譜分析 | 3 | — |
| 海資系(碩) | 色層分析 | 2 | — |
| 海資系 | 生化儀器分析 | 3 | — |
| 海資系 | 水產生物化學 | 3 | — |
| 海資系 | 海洋微生物學 | 2 | — |
| 海資系 | 海洋微生物學實驗 | 1 | — |
| 生科系、海資系 | 細胞生物學 | 3 | — |
| 海資系 | 訊息傳遞與藥物開發概論 | 2 | 三擇一 |
| 生科系 | 細胞訊息傳遞學概論 | 3 | 三擇一 |
| 生醫所 | 細胞訊息傳遞與醫藥應用 | 3 | 三擇一 |
| 海資系 | 生藥學 | 3 | — |
| 海資系 | 海洋中藥概論 | 2 | — |
| 海資系 | 天然物生物活性研究方法 | 2 | — |
| 海資系 | 海洋天然物藥物開發 | 2 | — |
| 海資系(碩) | 天然藥物特論 | 3 | — |
| 海資系(碩) | 天然物化學 | 3 | — |
| 海資系(碩) | 海洋天然物化學 | 3 | — |
| 海工系 | 環境微生物學 | 3 | — |
| 海工系 | 環境微生物學實驗 | 1 | — |
| 化學系 | 分析化學(一) | 3 | — |
| 化學系 | 儀器分析(一) | 3 | — |
| 化學系 | 儀器分析(二) | 3 | — |
| 化學系 | 儀器分析實驗(一) | 1 | — |
| 化學系(碩) | 天然物合成 | 3 | — |
| 生醫所 | 基因體學 | 3 | — |
| 生醫所 | 蛋白質體學 | 2 | — |
| 生醫所 | 基因工程 | 3 | — |
| 生醫所 | 生技產業現況與展望 | 3 | — |
| 生醫所 | 幹細胞生物學 | 3 | (英語授課) |
| 生醫所 | 創新人類疾病動物模式研究 | 3 | (英語授課) |
| 生醫所 | 創意生物醫學研究方法 | 2 | — |
| 生藥所 | 醫藥研究動物模式與技術 | 2 | — |
| 生藥所 | 生技產業實務與應用 | 2 | — |
| 精準所 | 創新精準醫學導論 | 3 | — |
| 醫科所 | 組織工程學 | 3 | — |
| 醫科所 | 生醫光學影像技術 | 3 | — |

> 總學分數：至少 15 學分

**備註：**
1. 【整合學程】課程規劃至少 15 學分。
2. 【整合學程】學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。【先修普通生物學、普通化學、普通物理學，成績及格，或有學分者。】
3. 修習學程適用之課程規劃表請依核准修習學年期版本為主。

---

## 【111 學年度第 2 學期版本】
112.4.24 111 學年度第 2 學期學分學程會議通過；112.5.24 第 176 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系、海資系 | 生物化學（一） | 3 | — |
| 生科系、海資系 | 分子生物學 | 3 | — |
| 生科系、海資系 | 生物技術概論、生物技術 | 3 | 二擇一 |

> 核心課程學分數：9 學分

### 選修課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系、海資系 | 微生物學 | 3 | — |
| 海資系 | 微生物學實驗 | 1 | — |
| 生科系、海資系 | 遺傳學 | 3 | — |
| 海資系 | 生物化學實驗 | 1 | — |
| 生科系 | 生物技術實驗 | 2 | — |
| 生科系 | 動物細胞組織培養學 | 3 | 2學分異動為3學分 |
| 生科系 | 動物細胞組織培養學實驗 | 1 | — |
| 生科系 | 動物生理學 | 3 | — |
| 生科系 | 免疫學 | 3 | — |
| 生科系 | 植物生理學 | 3 | — |
| 生科系 | 植物繁殖學 | 3 | — |
| 生科系 | 基因組學 | 3 | — |
| 生科系 | 功能基因組學 | 3 | — |
| 生科系(碩) | 演化生物學 | 3 | — |
| 生科系(碩) | 植物組織培養學 | 3 | — |
| 生科系(碩) | 生物技術原理 | 3 | — |
| 生科系(碩) | 腫瘤學概論 | 3 | — |
| 生科系(碩) | 生物質譜學導論 | 3 | — |
| 生科系(碩) | 生物掃描式電子顯微鏡 | 3 | — |
| 生科系(碩) | 分子演化分析程式與方法 | 3 | — |
| 生科系、生醫所 | 生物資訊學概論(大學部)、生物資訊學(碩) | 3 | 二擇一 |
| 海科系(碩) | 分子細胞生物學 | 3 | (英語授課) |
| 環工所 | 廢棄物自然處理系統 | 3 | — |
| 環工所 | 廢水生物處理方法 | 3 | — |
| 海資系 | 海洋化學光譜分析 | 3 | — |
| 海資系(碩) | 色層分析 | 2 | — |
| 海資系 | 生理學 | 3 | — |
| 海資系 | 生化儀器分析 | 3 | 2學分異動為3學分 |
| 海資系 | 水產生物化學 | 3 | 2學分異動為3學分 |
| 海資系 | 海洋微生物學 | 2 | — |
| 海資系 | 海洋微生物學實驗 | 1 | — |
| 生科系、海資系 | 細胞生物學 | 3 | — |
| 海資系 | 訊息傳遞與藥物開發概論 | 2 | 三擇一 |
| 生科系 | 細胞訊息傳遞學概論 | 3 | 三擇一 |
| 生醫所 | 細胞訊息傳遞與醫藥應用 | 3 | 三擇一 |
| 海資系 | 生藥學 | 3 | — |
| 海資系 | 海洋中藥概論 | 2 | — |
| 海資系 | 天然物生物活性研究方法 | 2 | — |
| 海資系 | 海洋天然物藥物開發 | 2 | — |
| 海資系(碩) | 天然藥物特論 | 3 | — |
| 海資系(碩) | 天然物化學 | 3 | — |
| 海資系(碩) | 海洋天然物化學 | 3 | — |
| 海工系 | 環境微生物學 | 3 | — |
| 海工系 | 環境微生物學實驗 | 1 | — |
| 化學系 | 分析化學(一) | 3 | 原為分析化學 |
| 化學系 | 儀器分析(一) | 3 | — |
| 化學系 | 儀器分析(二) | 3 | — |
| 化學系 | 儀器分析實驗(一) | 1 | — |
| 化學系(碩) | 天然物合成 | 3 | — |
| 生醫所 | 基因體學 | 3 | — |
| 生醫所 | 蛋白質體學 | 2 | — |
| 生醫所 | 基因工程 | 3 | — |
| 生醫所 | 生技產業現況與展望 | 3 | — |
| 生醫所 | 幹細胞生物學 | 3 | (英語授課) |
| 生醫所 | 創新人類疾病動物模式研究 | 3 | (英語授課) 原課名為人類疾病之動物模式研究 |

> 總學分數：至少 15 學分

**備註：**
1. 【整合學程】課程規劃至少 15 學分。
2. 【整合學程】學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。【先修普通生物學、普通化學、普通物理學，成績及格，或有學分者。】
3. 修習學程適用之課程規劃表請依核准修習學年期版本為主。

---

## 【106 學年度第 1 學期版本】
106.11.13 106 學年度第 1 學期學分學程會議通過；106.12.11 第 154 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系/海資系 | 生物化學（一） | 3 | — |
| 生科系/海資系(碩) | 分子生物學 | 3 | — |
| 生科系/海資系 | 生物技術概論、生物技術 | 3 | 二擇一 |

> 核心課程學分數：9 學分

### 選修課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| :--- | :--- | :--- | :--- |
| 生科系/海資系 | 微生物學 | 3 | — |
| 海資系 | 微生物學實驗 | 1 | — |
| 生科系/海資系 | 遺傳學 | 3 | — |
| 海資系 | 遺傳學實驗 | 1 | — |
| 海資系 | 生物化學實驗 | 1 | — |
| 生科系 | 生物技術實驗 | 2 | — |
| 生科系 | 動物細胞組織培養學 | 2 | — |
| 生科系 | 動物細胞組織培養學實驗 | 1 | — |
| 生科系 | 動物生理學 | 3 | — |
| 生科系 | 免疫學 | 3 | — |
| 生科系 | 實用免疫學 | 3 | — |
| 生科系 | 植物生理學 | 3 | — |
| 生科系 | 植物繁殖學 | 3 | — |
| 生科系 | 基因組學 | 3 | 新增 |
| 生科系 | 功能基因組學 | 3 | 新增 |
| 生科系(碩) | 演化生物學 | 3 | 新增 |
| 生科系(碩) | 植物組織培養學 | 3 | — |
| 生科系(碩) | 生物技術原理 | 3 | — |
| 生科系(碩) | 微生物應用技術 | 3 | — |
| 生科系(碩) | 腫瘤學概論 | 3 | — |
| 生科系(碩) | 生物質譜學導論 | 3 | — |
| 生科系(碩) | 生物掃描式電子顯微鏡 | 3 | — |
| 生科系(碩) | 分子演化分析程式與方法 | 3 | — |
| 生科系/生醫所 | 生物資訊學概論(大學部)、生物資訊學(碩) | 3 | 二擇一 |
| 海科系(碩) | 分子細胞生物學 | 3 | (英語授課) |
| 海科系(碩) | 免疫放射測定法 | 2 | — |
| 海科系(碩) | 生殖內分泌學 | 2 | — |
| 環工所 | 廢棄物自然處理系統 | 3 | — |
| 環工所 | 廢水生物處理方法 | 3 | — |
| 海資系(碩) | 海洋生物生理生態學 | 2 | — |
| 海資系 | 海洋天然物之分離技術 | 2 | — |
| 海資系 | 海洋化學光譜分析 | 3 | — |
| 海資系 | 養殖工程學 | 3 | — |
| 海資系(碩) | 色層分析 | 2 | — |
| 海資系 | 生理學 | 3 | — |
| 海資系 | 污染防治生物學 | 3 | — |
| 海資系 | 生化儀器分析 | 2 | — |
| 海資系 | 水產生物化學 | 2 | — |
| 海資系 | 海洋微生物學 | 2 | — |
| 海資系 | 海洋微生物學實驗 | 1 | — |
| 生科系/海資系 | 細胞生物學 | 3 | — |
| 生科系/海資系/生醫所 | 訊息傳遞與藥物開發概論、細胞訊息傳遞學概論、細胞訊息傳遞與醫藥應用 | 2-3 | 三擇一 |
| 海資系 | 生藥學 | 3 | — |
| 海資系 | 海洋中藥概論 | 2 | — |
| 海資系 | 功能性蛋白質體學概論 | 3 | — |
| 海資系 | 天然物生物活性研究方法 | 2 | — |
| 海資系 | 海洋天然物之分離技術 | 2 | — |
| 海資系 | 海洋天然物藥物開發 | 2 | — |
| 海資系(碩) | 海洋抗發炎藥物開發(一) | 1 | — |
| 海資系(碩) | 海洋抗發炎藥物開發(二) | 1 | — |
| 海資系(碩) | 天然藥物特論 | 3 | — |
| 海資系(碩) | 天然物化學 | 3 | — |
| 海資系(碩) | 海洋天然物化學 | 3 | — |
| 海工系 | 環境微生物學 | 3 | — |
| 海工系 | 環境微生物學實驗 | 1 | — |
| 化學系 | 分析化學 | 3 | — |
| 化學系 | 分析化學實驗 | 1 | — |
| 化學系 | 儀器分析(一) | 3 | — |
| 化學系 | 儀器分析(二) | 3 | — |
| 化學系 | 儀器分析實驗(一) | 1 | — |
| 化學系 | 核磁共振光譜與影像導論 | 3 | — |
| 化學系(碩) | 天然物合成 | 3 | — |
| 生醫所 | 基因體學 | 3 | — |
| 生醫所 | 蛋白質體學 | 2 | — |
| 生醫所 | 基因工程 | 3 | — |
| 生醫所 | 生技產業現況與展望 | 3 | — |
| 生醫所 | 幹細胞生物學 | 3 | (英語授課) |
| 生醫所 | 人類疾病之動物模式研究 | 3 | (英語授課) |

> 總學分數：至少 15 學分

**備註：**
1. 【整合學程】課程規劃至少 15 學分。
2. 【整合學程】學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。【先修普通生物學、普通化學、普通物理學，成績及格，或有學分者。】
3. 修習學程適用之課程規劃表請依核准修習學年期版本為主。
