## 【109 學年度第 1 學期版本】
109.11.2 109 學年度第 1 學期學分學程會議通過
109.12.28 第 166 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| 海工系 | 給水及排水工程 | 3 | 符合環保署採計課程 526300 |
| 海工系 | 營建管理 | 3 | — |
| 海工碩 | 波浪力學 | 3 | — |
| 海工碩 | 海洋大地工程實驗 | 1 | — |
| 海工系 | 生態工程與實務 | 3 | — |
| 海工系 | 生態系統及棲地復育生態工程學 | 3 | — |
| 海工碩 | 應用工程水力學 | 3 | — |
| 海科系 | 波浪與潮汐 | 3 | — |
| 海科碩 | — | — | — |
| 機電系 | 火災安全導論 | 3 | — |

> 總學分數：至少 27 學分

**備註：**
(1) 學程課程規劃 27 學分。
(2) 選讀學程學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。
(3) 不同開課系所，但課程名稱相符合之課程皆予以採計。
(4) 修習本學程之核心課程 I，為申請環保署環境教育人員之核心必修科目。
(5) 完成本學程全部領域選修 18 學分之學生可申請環保署環境教育行政人員認證
(6) 完成本學程擇一領域選修 18 學分之學生可申請環保署環境教育教學人員認證。
