## 【112 學年度第 2 學期版本】
113.4.22 112 學年度第 2 學期學分學程會議通過
113.5.30 第 180 次教務會議通過

### 核心課程

| 開課單位 | 課程名稱 | 學分數 | 備註 |
| 海工系 | 海洋波浪學 | 3 | — |
| 海工系 | 基礎工程學 | 3 | — |
| 海工系 | 港灣工程(含設計實例) | 3 | — |
| 海工系 | 給水及排水工程 | 3 | 符合環保署採計課程526300 |
| 海工系 | 營建管理 | 3 | — |
| 海工碩 | 波浪力學 | 3 | — |
| 海工碩 | 海洋大地工程實驗 | 1 | — |
| 海工系 | 生態工程與實務 | 3 | — |
| 海工系 | 生態系統及棲地復育生態工程學 | 3 | — |
| 海工碩 | 應用工程水力學 | 3 | — |
| 海科系、海科碩 | 波浪與潮汐 | 3 | — |
| 機電系、跨院選修(工) | 火災安全導論 | 3 | 符合環保署採計課程206100、300100、301600、535300 |
| 社會系 | 保育、地景與社區 | 3 | 112-2新增 |
| 生科系 | 動植物交互作用生態學 | 3 | — |
| 海科系 | 普通生物學實驗 | 1 | — |
| 海資系、跨院選修(海) | 海洋生物多樣性導論 | 2 | — |
| 海科系、海資系、跨院選修(海) | 海洋無脊椎動物學(一) | 2 | 符合環保署採計課程424200、424000、424210 |
| 海資系、海科系、跨院選修(海) | 海洋無脊椎動物學(二) | 2 | 符合環保署採計課程424200、424000、424210 |
| 海生保育碩 | 水產資源 | 2 | — |
| 校際(學士班) | 生物多樣性導論 | 2 | 符合環保署採計課程420810 |
| 海資系、生科系 | 遺傳學 | 3 | 符合環保署採計課程422500 |
| 生科系 | 森林生態學 | 2 | 符合環保署採計課程408800 |
| 生科系 | 植物生理學 | 3 | 符合環保署採計課程427800 |
| 生科碩 | 應用生物統計學 | 3 | — |
| 生科系 | 水生植物學 | 2 | — |
| 博雅向度五 | 本地植物學 | 2 | 符合環保署採計課程428700 |
| 生科系 | — | 3 | — |
| 生科系 | 生物多樣性與保育 | 2 | 符合環保署採計課程421300 |
| 生科系、跨院選修(海) | 生態學 | 3 | 符合環保署採計課程415400 |
| 海資系 | — | 2 | 113-1新增 |
| 生科系 | 生物統計學 | 3 | 符合環保署採計課程414800 |
| 生科系 | 生物統計學實驗 | 1 | — |
| 生科系 | 昆蟲學 | 3 | 符合環保署採計課程427200 |
| 生科系 | 脊椎動物學 | 3 | 符合環保署採計課程424100 |
| 生科系 | 脊椎動物學實驗 | 1 | 符合環保署採計課程424110 |
| 生科系 | 植物分類學 | 3 | 符合環保署採計課程428000 |
| 生科系 | 植物地理學 | 2 | 符合環保署採計課程428200 |
| 校際(學士班) | 植物形態學 | 3 | 符合環保署採計課程428300 |
| 生科系 | 植物繁殖學 | 3 | 符合環保署採計課程428600 |
| 生科碩 | 行為生態學 | 3 | 符合環保署採計課程417500 |
| 生科碩 | 高等生物多樣性與保育 | 2 | — |
| 生科系 | 演化生物學 | 3 | 符合環保署採計課程422800 |
| 生科碩 | — | — | — |
| 海科系 | 生物多樣性行動技能建立 | 2 | 符合環保署採計課程421600 |
| 海科系、跨院選修(海) | 海洋生物概論 | 2 | 符合環保署採計課程410400 |
| 海科系 | 海洋脊椎動物學 | 2 | 符合環保署採計課程426200、424100 |
| 海資系 | 海洋微生物學 | 2 | — |
| 海科系、跨院選修(海) | 基礎海洋生態學 | 3 | 符合環保署採計課程410200 |
| 海資系、跨院選修(海) | 普通生物學(一) | 3 | 符合環保署採計課程414300 |
| 海資系、跨院選修(海) | 普通生物學實驗(一) | 1 | 符合環保署採計課程414310 |
| 海科系 | 應用統計學（一） | 2 | 符合環保署採計課程414800 |
| 海科系 | 應用統計學實習 | 1 | 符合環保署採計課程414820 |
| 海科碩 | 海洋生態學 | 3 | 符合環保署採計課程410200 |
| 海科碩 | 統計方法及資料處理 | 3 | — |
| 海科碩 | 演化選讀 | 2 | — |
| 海資系 | 海洋微生物學 | 2 | — |
| 海資系、海科碩、跨院選修(海) | 魚類學 | 2 | 符合環保署採計課程426200 |
| 海資系、跨院選修(海) | 藻類學 | 3 | 符合環保署採計課程431400 |
| 海資系、跨院選修(海) | 海洋無脊椎動物學(一) | 2 | — |
| 海科系 | — | — | — |
| 博雅向度五 | 生命科學 | 2 | 符合環保署採計課程414100 |
| 博雅向度五 | 生物多樣性的世界 | 2 | 符合環保署採計課程421200 |
| 博雅向度六 | 地球科學 | 2 | 符合環保署採計課程432300 |
| 博雅向度六 | 海洋生態與海洋科技教育探索 | 2 | 符合環保署採計課程412000、411100 |
| 理學院、跨院選修(理)、跨院選修(醫)、醫學院 | 基礎生物學 | 2 | — |
| 海科系、海工系、海資系、海保碩、海科碩 | 海上實習 | 1 | 符合環保署採計課程523710、514400、419910 |
| 環工碩 | 廢棄物及土壤分析 | 3 | — |
| 環工碩 | 廢棄物自然處理系統 | 3 | 符合環保署採計課程532400 |
| 工學院、跨院選修(工) | 自來水工程導論 | 2 | 符合環保署採計課程527900 |
| 生科系 | 生物技術概論 | 3 | — |
| 海資系 | — | 2 | 113-1新增 |
| 生科系 | 生物技術實驗 | 2 | — |
| 生科系、海資系、跨院選修(理) | 微生物學 | 3 | — |
| 海下科技碩 | 工程聲學 | 3 | — |
| 海下科技碩 | 應用水中聲學 | 3 | — |
| 海工系 | 空氣污染概論 | 3 | 符合環保署採計課程518400 |

> 總學分數：至少 18 學分

**備註：**
1. 學程課程規劃 18 學分。
2. 選讀學程學生所修習之學程課程中，至少應有 6 學分不屬於學生本系所、雙主修及輔系之課程。
3. 不同開課系所，但課程名稱相符合之課程皆予以採計。
4. 修習本學程之核心課程 I，為申請環保署環境教育人員之核心必修科目。
5. 完成本學程全部領域選修 18 學分之學生可申請環保署環境教育行政人員認證
6. 完成本學程擇一領域選修 18 學分之學生可申請環保署環境教育教學人員認證。
